symbol,model,policy_id,timeframe,occurred_at,entry_ts,exit_ts,side,gate_pass,decision,skip_reason,risk_block_reason,risk_clip_reasons,executed,entry_prob,exit_prob,entry_threshold,exit_threshold,exit_reason_primary,exit_reason_all,pnl_gross,pnl_net,pnl_notional,probability,spread_entry_bps,spread_exit_bps,intended_notional,entry_price,exit_price,pnl,hold_minutes,mfe_pct,mae_pct,exit_return_pct,post_exit_max_return_pct,post_exit_min_return_pct
ETH/USDT,xgb_primary,primary,1m,2025-12-29 21:30:00+00:00,2025-12-29 21:03:00+00:00,2025-12-29 21:30:00+00:00,sell,False,dry_run,dry_run,,,True,0.5656820536,0.41829004883766174,0.51,0.47,prob_floor,prob_floor,0.010799999999999272,0.004936579999999272,29.3171,0.41829004883766174,0.034097166696677665,0.034097166696677665,29.3279,2931.71,2932.79,0.004936579999999272,27.0,0.002612854150890742,-0.0005184775860774815,0.00038544715280774966,0.0022265487811947704,-0.00024550001875345284
