entry_threshold,exit_threshold,exit_prob_drop,min_hold_bars,max_hold_seconds,stop_loss_pct,take_profit_pct,profit_trailing_start_pct,profit_trailing_stop_pct,max_spread_bps,disable_prob_exits,entry_rsi_min,entry_macd_min,trades,wins,pnl,pnl_perc,sharpe,max_drawdown,profit_factor,median_trade,avg_trade,fraction_time_in_position,skipped_spread,skipped_sizing,skipped_other,exit_reasons,coverage
0.68,0.68,0.15,1,14400,0.005,,,,8,True,50.0,,306,109,-16.884532580730625,-0.675381303229225,-3.131029950482824,17.714122051001077,0.5955057444970533,-0.15349952457046634,-0.05517821104813928,0.8425051173043615,144,0,2065,"{""time_limit"": 154, ""stop_loss"": 152}",0.5980947882223272
0.68,0.68,0.15,1,14400,0.005,,,0.0015,8,True,50.0,,306,109,-16.884532580730625,-0.675381303229225,-3.131029950482824,17.714122051001077,0.5955057444970533,-0.15349952457046634,-0.05517821104813928,0.8425051173043615,144,0,2065,"{""time_limit"": 154, ""stop_loss"": 152}",0.5980947882223272
0.68,0.68,0.15,1,14400,0.005,,,0.0025,8,True,50.0,,306,109,-16.884532580730625,-0.675381303229225,-3.131029950482824,17.714122051001077,0.5955057444970533,-0.15349952457046634,-0.05517821104813928,0.8425051173043615,144,0,2065,"{""time_limit"": 154, ""stop_loss"": 152}",0.5980947882223272
0.68,0.68,0.15,1,14400,0.005,,0.003,,8,True,50.0,,306,109,-16.884532580730625,-0.675381303229225,-3.131029950482824,17.714122051001077,0.5955057444970533,-0.15349952457046634,-0.05517821104813928,0.8425051173043615,144,0,2065,"{""time_limit"": 154, ""stop_loss"": 152}",0.5980947882223272
0.68,0.68,0.15,1,14400,0.005,,0.003,0.0015,8,True,50.0,,654,356,-20.801687842738893,-0.8320675137095557,-4.096161559698715,21.65077403961174,0.6189977743484335,0.015514830846431711,-0.03180686214486067,0.7256534404030861,287,0,4083,"{""profit_trailing"": 373, ""stop_loss"": 222, ""time_limit"": 59}",0.5980947882223272
0.68,0.68,0.15,1,14400,0.005,,0.003,0.0025,8,True,50.0,,564,284,-18.07043161339424,-0.7228172645357697,-3.5513929180444164,19.53978779329475,0.6320150085800231,0.0007869605840824679,-0.03203977236417421,0.7227798771846953,267,0,4374,"{""profit_trailing"": 315, ""stop_loss"": 186, ""time_limit"": 63}",0.5980947882223272
0.68,0.68,0.15,1,14400,0.005,,0.005,,8,True,50.0,,306,109,-16.884532580730625,-0.675381303229225,-3.131029950482824,17.714122051001077,0.5955057444970533,-0.15349952457046634,-0.05517821104813928,0.8425051173043615,144,0,2065,"{""time_limit"": 154, ""stop_loss"": 152}",0.5980947882223272
0.68,0.68,0.15,1,14400,0.005,,0.005,0.0015,8,True,50.0,,518,250,-21.160619379130633,-0.8464247751652253,-3.991849522636302,22.283109163610238,0.6162846807120328,-0.01924137909140797,-0.04085061656202824,0.7558455361360416,260,0,3350,"{""profit_trailing"": 230, ""stop_loss"": 215, ""time_limit"": 73}",0.5980947882223272
0.68,0.68,0.15,1,14400,0.005,,0.005,0.0025,8,True,50.0,,475,228,-19.06534858133105,-0.762613943253242,-3.6945576166009615,20.60597773389849,0.6238079556970475,-0.019661058191472895,-0.04013757596069696,0.7497441347819241,246,0,3676,"{""profit_trailing"": 206, ""stop_loss"": 195, ""time_limit"": 74}",0.5980947882223272
0.68,0.68,0.15,1,14400,0.008,,,,8,True,50.0,,268,110,-13.634412178892768,-0.5453764871557107,-2.397844207616308,14.300288082477826,0.6518118617909926,-0.05828714425039994,-0.05087467230930132,0.8610651865847898,115,0,1566,"{""time_limit"": 177, ""stop_loss"": 91}",0.5980947882223272
