model_name,sampling_policy,weight_policy,config_hash,mean_pnl_net_cv,mean_sharpe_cv,mean_hit_rate_cv,regime_pnl_variance_cv
xgb,uniform,none,879d4d22,27.333699507598865,211.66580479311637,0.6809670771575165,141.89877015489344
xgb,regime_balanced,none,f3ba5223,27.333699507598865,211.66580479311637,0.6809670771575165,141.89877015489344
xgb,uniform,cost_capacity_combo,60f7c8a6,27.333699507598865,211.66580479311637,0.6809670771575165,141.89877015489344
tcn,uniform,none,7f091bf0,2.8083873184119854,214.5488821379347,0.6825168684164556,1.431385927367194
tcn,vol_weighted,cost_capacity_combo,d257e76b,2.8064747398793997,214.0007274897947,0.6825168684164556,1.4282335600006222
