entry_threshold,exit_threshold,exit_prob_drop,min_hold_bars,max_hold_seconds,stop_loss_pct,take_profit_pct,max_spread_bps,trades,wins,pnl,pnl_perc,sharpe,max_drawdown,profit_factor,median_trade,avg_trade,fraction_time_in_position,skipped_spread,skipped_sizing,skipped_other,exit_reasons,coverage
0.49,0.48,0.1,1,,0.004,,8,173,80,0.8002549475044978,0.06668791229204148,1.8293323421103755,0.17240135043284407,1.6331320670704632,-0.0016758479260789994,0.004625751141644496,0.399519890260631,625,0,0,"{""gate_close"": 546, ""prob_floor"": 217, ""prob_trailing"": 17, ""stop_loss"": 18}",0.1910150891632373
0.49,0.48,0.1,1,,0.004,,10,248,74,-0.9805743513902736,-0.0817145292825228,-2.6719821896331504,1.0078417156157882,0.5978557620982451,-0.004997557387186347,-0.003953928836251102,0.3007544581618656,335,0,0,"{""gate_close"": 394, ""prob_floor"": 164, ""stop_loss"": 11, ""prob_trailing"": 14}",0.1910150891632373
0.49,0.48,0.1,1,,0.004,0.0075,8,173,80,0.8002549475044978,0.06668791229204148,1.8293323421103755,0.17240135043284407,1.6331320670704632,-0.0016758479260789994,0.004625751141644496,0.399519890260631,625,0,0,"{""gate_close"": 528, ""prob_floor"": 206, ""prob_trailing"": 17, ""stop_loss"": 18, ""take_profit"": 29}",0.1910150891632373
0.49,0.48,0.1,1,,0.004,0.0075,10,248,74,-0.9805743513902736,-0.0817145292825228,-2.6719821896331504,1.0078417156157882,0.5978557620982451,-0.004997557387186347,-0.003953928836251102,0.3007544581618656,335,0,0,"{""gate_close"": 384, ""prob_floor"": 159, ""stop_loss"": 11, ""prob_trailing"": 14, ""take_profit"": 15}",0.1910150891632373
0.49,0.48,0.1,1,,0.005,,8,173,80,0.8002549475044978,0.06668791229204148,1.8293323421103755,0.17240135043284407,1.6331320670704632,-0.0016758479260789994,0.004625751141644496,0.399519890260631,625,0,0,"{""gate_close"": 551, ""prob_floor"": 219, ""prob_trailing"": 17, ""stop_loss"": 11}",0.1910150891632373
0.49,0.48,0.1,1,,0.005,,10,247,74,-0.9440569785845125,-0.07867141488204271,-2.620532691343352,0.9713243428100271,0.6025137097985362,-0.00498756620487062,-0.0038220930307065284,0.3010973936899863,335,0,0,"{""gate_close"": 396, ""prob_floor"": 166, ""prob_trailing"": 14, ""stop_loss"": 6}",0.1910150891632373
0.49,0.48,0.1,1,,0.005,0.0075,8,173,80,0.8002549475044978,0.06668791229204148,1.8293323421103755,0.17240135043284407,1.6331320670704632,-0.0016758479260789994,0.004625751141644496,0.399519890260631,625,0,0,"{""gate_close"": 533, ""prob_floor"": 208, ""prob_trailing"": 17, ""stop_loss"": 11, ""take_profit"": 29}",0.1910150891632373
0.49,0.48,0.1,1,,0.005,0.0075,10,247,74,-0.9440569785845125,-0.07867141488204271,-2.620532691343352,0.9713243428100271,0.6025137097985362,-0.00498756620487062,-0.0038220930307065284,0.3010973936899863,335,0,0,"{""gate_close"": 386, ""prob_floor"": 161, ""prob_trailing"": 14, ""take_profit"": 15, ""stop_loss"": 6}",0.1910150891632373
0.49,0.48,0.1,1,3600.0,0.004,,8,173,80,0.8002549475044978,0.06668791229204148,1.8293323421103755,0.17240135043284407,1.6331320670704632,-0.0016758479260789994,0.004625751141644496,0.399519890260631,625,0,0,"{""gate_close"": 546, ""prob_floor"": 217, ""prob_trailing"": 16, ""stop_loss"": 18, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,1,3600.0,0.004,,10,248,74,-0.9805743513902736,-0.0817145292825228,-2.6719821896331504,1.0078417156157882,0.5978557620982451,-0.004997557387186347,-0.003953928836251102,0.3007544581618656,335,0,0,"{""gate_close"": 394, ""prob_floor"": 164, ""stop_loss"": 11, ""prob_trailing"": 13, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,1,3600.0,0.004,0.0075,8,173,80,0.8002549475044978,0.06668791229204148,1.8293323421103755,0.17240135043284407,1.6331320670704632,-0.0016758479260789994,0.004625751141644496,0.399519890260631,625,0,0,"{""gate_close"": 528, ""prob_floor"": 206, ""prob_trailing"": 16, ""stop_loss"": 18, ""take_profit"": 29, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,1,3600.0,0.004,0.0075,10,248,74,-0.9805743513902736,-0.0817145292825228,-2.6719821896331504,1.0078417156157882,0.5978557620982451,-0.004997557387186347,-0.003953928836251102,0.3007544581618656,335,0,0,"{""gate_close"": 384, ""prob_floor"": 159, ""stop_loss"": 11, ""prob_trailing"": 13, ""take_profit"": 15, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,1,3600.0,0.005,,8,173,80,0.8002549475044978,0.06668791229204148,1.8293323421103755,0.17240135043284407,1.6331320670704632,-0.0016758479260789994,0.004625751141644496,0.399519890260631,625,0,0,"{""gate_close"": 551, ""prob_floor"": 219, ""prob_trailing"": 16, ""stop_loss"": 11, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,1,3600.0,0.005,,10,247,74,-0.9440569785845125,-0.07867141488204271,-2.620532691343352,0.9713243428100271,0.6025137097985362,-0.00498756620487062,-0.0038220930307065284,0.3010973936899863,335,0,0,"{""gate_close"": 396, ""prob_floor"": 166, ""prob_trailing"": 13, ""stop_loss"": 6, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,1,3600.0,0.005,0.0075,8,173,80,0.8002549475044978,0.06668791229204148,1.8293323421103755,0.17240135043284407,1.6331320670704632,-0.0016758479260789994,0.004625751141644496,0.399519890260631,625,0,0,"{""gate_close"": 533, ""prob_floor"": 208, ""prob_trailing"": 16, ""stop_loss"": 11, ""take_profit"": 29, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,1,3600.0,0.005,0.0075,10,247,74,-0.9440569785845125,-0.07867141488204271,-2.620532691343352,0.9713243428100271,0.6025137097985362,-0.00498756620487062,-0.0038220930307065284,0.3010973936899863,335,0,0,"{""gate_close"": 386, ""prob_floor"": 161, ""prob_trailing"": 13, ""take_profit"": 15, ""stop_loss"": 6, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,3,,0.004,,8,150,76,0.6295385799787697,0.05246154833156414,1.752638027966836,0.14061030105652156,1.5250201852775935,0.0010957831881501343,0.004196923866525132,0.43175582990397804,512,0,0,"{""gate_close"": 439, ""prob_trailing"": 12, ""prob_floor"": 191, ""stop_loss"": 20}",0.1910150891632373
0.49,0.48,0.1,3,,0.004,,10,202,84,-0.1798572313877614,-0.014988102615646785,-0.374782068662714,0.5860050309989205,0.913447179097955,-0.0043347297383460204,-0.0008903823336027803,0.37585733882030176,289,0,0,"{""gate_close"": 332, ""prob_trailing"": 10, ""prob_floor"": 139, ""stop_loss"": 10}",0.1910150891632373
0.49,0.48,0.1,3,,0.004,0.0075,8,150,76,0.6295385799787697,0.05246154833156414,1.752638027966836,0.14061030105652156,1.5250201852775935,0.0010957831881501343,0.004196923866525132,0.43175582990397804,512,0,0,"{""gate_close"": 429, ""prob_trailing"": 12, ""prob_floor"": 186, ""stop_loss"": 20, ""take_profit"": 15}",0.1910150891632373
0.49,0.48,0.1,3,,0.004,0.0075,10,202,84,-0.1798572313877614,-0.014988102615646785,-0.374782068662714,0.5860050309989205,0.913447179097955,-0.0043347297383460204,-0.0008903823336027803,0.37585733882030176,289,0,0,"{""gate_close"": 313, ""prob_trailing"": 10, ""prob_floor"": 130, ""stop_loss"": 10, ""take_profit"": 28}",0.1910150891632373
0.49,0.48,0.1,3,,0.005,,8,150,76,0.6295385799787697,0.05246154833156414,1.752638027966836,0.14061030105652156,1.5250201852775935,0.0010957831881501343,0.004196923866525132,0.43175582990397804,512,0,0,"{""gate_close"": 443, ""prob_trailing"": 12, ""prob_floor"": 193, ""stop_loss"": 14}",0.1910150891632373
0.49,0.48,0.1,3,,0.005,,10,202,84,-0.1798572313877614,-0.014988102615646785,-0.374782068662714,0.5860050309989205,0.913447179097955,-0.0043347297383460204,-0.0008903823336027803,0.37585733882030176,289,0,0,"{""gate_close"": 334, ""prob_trailing"": 10, ""prob_floor"": 141, ""stop_loss"": 6}",0.1910150891632373
0.49,0.48,0.1,3,,0.005,0.0075,8,150,76,0.6295385799787697,0.05246154833156414,1.752638027966836,0.14061030105652156,1.5250201852775935,0.0010957831881501343,0.004196923866525132,0.43175582990397804,512,0,0,"{""gate_close"": 433, ""prob_trailing"": 12, ""prob_floor"": 188, ""stop_loss"": 14, ""take_profit"": 15}",0.1910150891632373
0.49,0.48,0.1,3,,0.005,0.0075,10,202,84,-0.1798572313877614,-0.014988102615646785,-0.374782068662714,0.5860050309989205,0.913447179097955,-0.0043347297383460204,-0.0008903823336027803,0.37585733882030176,289,0,0,"{""gate_close"": 315, ""prob_trailing"": 10, ""prob_floor"": 132, ""take_profit"": 28, ""stop_loss"": 6}",0.1910150891632373
0.49,0.48,0.1,3,3600.0,0.004,,8,150,76,0.6295385799787697,0.05246154833156414,1.752638027966836,0.14061030105652156,1.5250201852775935,0.0010957831881501343,0.004196923866525132,0.43175582990397804,512,0,0,"{""gate_close"": 439, ""prob_trailing"": 11, ""prob_floor"": 191, ""stop_loss"": 20, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,3,3600.0,0.004,,10,202,84,-0.1798572313877614,-0.014988102615646785,-0.374782068662714,0.5860050309989205,0.913447179097955,-0.0043347297383460204,-0.0008903823336027803,0.37585733882030176,289,0,0,"{""gate_close"": 332, ""prob_trailing"": 9, ""prob_floor"": 139, ""stop_loss"": 10, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,3,3600.0,0.004,0.0075,8,150,76,0.6295385799787697,0.05246154833156414,1.752638027966836,0.14061030105652156,1.5250201852775935,0.0010957831881501343,0.004196923866525132,0.43175582990397804,512,0,0,"{""gate_close"": 429, ""prob_trailing"": 11, ""prob_floor"": 186, ""stop_loss"": 20, ""take_profit"": 15, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,3,3600.0,0.004,0.0075,10,202,84,-0.1798572313877614,-0.014988102615646785,-0.374782068662714,0.5860050309989205,0.913447179097955,-0.0043347297383460204,-0.0008903823336027803,0.37585733882030176,289,0,0,"{""gate_close"": 313, ""prob_trailing"": 9, ""prob_floor"": 130, ""stop_loss"": 10, ""take_profit"": 28, ""time_limit"": 1}",0.1910150891632373
0.49,0.48,0.1,3,3600.0,0.005,,8,150,76,0.6295385799787697,0.05246154833156414,1.752638027966836,0.14061030105652156,1.5250201852775935,0.0010957831881501343,0.004196923866525132,0.43175582990397804,512,0,0,"{""gate_close"": 443, ""prob_trailing"": 11, ""prob_floor"": 193, ""stop_loss"": 14, ""time_limit"": 1}",0.1910150891632373
