btc_thr,eth_thr,sol_thr,btc_hold,eth_hold,sol_hold,pnl_total,pnl_first_half,pnl_second_half,pnl_min_half,median_daily_pnl,pos_day_fraction,trades_total,stop_losses_total,time_exits_total
0.66,0.7,0.8,90,120,90,2.135676557616731,2.0608877481912717,0.0747888094254594,0.0747888094254594,-0.14077240585243156,0.42857142857142855,357,73,284
0.68,0.7,0.8,90,120,90,2.135676557616731,2.0608877481912717,0.0747888094254594,0.0747888094254594,-0.14077240585243156,0.42857142857142855,357,73,284
0.66,0.68,0.76,90,120,90,3.6274047741334847,3.5718596946308763,0.055545079502608175,0.055545079502608175,-0.1277061029798417,0.5,506,122,384
0.68,0.68,0.76,90,120,90,3.6274047741334847,3.5718596946308763,0.055545079502608175,0.055545079502608175,-0.1277061029798417,0.5,506,122,384
0.62,0.72,0.8,90,120,90,1.7688598144734762,1.716319895035428,0.05253991943804803,0.05253991943804803,-0.15248109523648504,0.42857142857142855,362,75,287
0.64,0.7,0.8,240,120,90,3.097217551872284,3.048271480213195,0.048946071659088486,0.048946071659088486,0.12677350832737574,0.6428571428571429,276,72,204
0.62,0.7,0.8,240,120,90,2.8814155568127116,2.8324694851536236,0.048946071659088486,0.048946071659088486,0.08065518299299533,0.6428571428571429,276,71,205
0.66,0.7,0.8,240,120,90,2.9738576866868844,2.9304101053936935,0.04344758129319215,0.04344758129319215,0.13358465087923826,0.5714285714285714,275,72,203
0.68,0.7,0.8,240,120,90,2.9738576866868844,2.9304101053936935,0.04344758129319215,0.04344758129319215,0.13358465087923826,0.5714285714285714,275,72,203
0.64,0.68,0.76,240,120,90,4.588945768389035,4.559243426652799,0.029702341736237176,0.029702341736237176,-0.027657315833764087,0.5,425,121,304
0.62,0.68,0.76,240,120,90,4.373143773329465,4.343441431593228,0.029702341736237176,0.029702341736237176,-0.027657315833764087,0.5,425,120,305
0.66,0.68,0.76,240,120,90,4.465585903203638,4.441382051833298,0.024203851370341062,0.024203851370341062,-0.027109189056599883,0.5,424,121,303
0.68,0.68,0.76,240,120,90,4.465585903203638,4.441382051833298,0.024203851370341062,0.024203851370341062,-0.027109189056599883,0.5,424,121,303
0.66,0.72,0.8,90,120,90,2.13794292207509,2.1156571048409747,0.022285817234114713,0.022285817234114713,-0.14077240585243156,0.42857142857142855,357,73,284
0.68,0.72,0.8,90,120,90,2.13794292207509,2.1156571048409747,0.022285817234114713,0.022285817234114713,-0.14077240585243156,0.42857142857142855,357,73,284
0.64,0.68,0.8,90,120,90,1.9287715306390485,1.9137779166963795,0.01499361394266896,0.01499361394266896,-0.10955146646562725,0.42857142857142855,363,75,288
0.64,0.72,0.8,240,120,90,3.0994839163306414,3.103040836862898,-0.0035569205322559805,-0.0035569205322559805,0.11512315439796825,0.6428571428571429,276,72,204
0.62,0.72,0.8,240,120,90,2.8836819212710707,2.887238841803327,-0.0035569205322559805,-0.0035569205322559805,0.06900482906358783,0.6428571428571429,276,71,205
0.66,0.72,0.8,240,120,90,2.9761240511452436,2.985179462043396,-0.009055410898152205,-0.009055410898152205,0.12193429694983077,0.5714285714285714,275,72,203
