symbol,model,policy_id,timeframe,occurred_at,entry_ts,exit_ts,side,gate_pass,decision,skip_reason,risk_block_reason,risk_clip_reasons,executed,entry_prob,exit_prob,entry_threshold,exit_threshold,exit_reason_primary,exit_reason_all,pnl_gross,pnl_net,pnl_notional,probability,spread_entry_bps,spread_exit_bps,intended_notional,entry_price,exit_price,pnl,hold_minutes
ETH/USDT,xgb_primary,primary,1m,2025-12-26 02:01:00+00:00,2025-12-26 01:38:00+00:00,2025-12-26 02:01:00+00:00,sell,False,dry_run,dry_run,,,True,0.6076040864,0.4742901027202606,0.51,0.5,prob_floor,prob_floor,0.00034999999999990903,-0.000233900000000091,2.9195,0.4742901027202606,2.36354792521616,0.03424827602815304,2.91985,2919.5,2919.85,-0.000233900000000091,23.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-26 02:04:00+00:00,2025-12-26 01:56:00+00:00,2025-12-26 02:04:00+00:00,sell,False,dry_run,dry_run,,,True,0.5656820536,0.5002435445785522,0.56,0.54,prob_floor,prob_floor,0.001219999999999709,-0.000529031200000291,8.745156,0.5002435445785522,36.189406770508334,0.0011433306134618405,8.746376,87451.56,87463.76,-0.000529031200000291,8.0
SOL/USDT,xgb_primary,conservative,1m,2025-12-26 02:11:00+00:00,2025-12-26 02:02:00+00:00,2025-12-26 02:11:00+00:00,sell,False,dry_run,dry_run,,,True,0.5656820536,0.6844155788421631,0.51,0.5,gate_close,gate_close,0.02,0.01806096,9.6952,0.6844155788421631,8.24266402901371,0.8234180081522595,9.7152,121.19,121.44,0.01806096,9.0
ETH/USDT,xgb_primary,primary,1m,2025-12-26 02:15:00+00:00,2025-12-26 02:03:00+00:00,2025-12-26 02:15:00+00:00,sell,False,dry_run,dry_run,,,True,0.5656820536,0.6844155788421631,0.51,0.5,gate_close,gate_close,0.04940000000000009,0.04881585800000009,2.92071,0.6844155788421631,0.033861459226463,0.03366872999787393,2.97011,2920.71,2970.11,0.04881585800000009,12.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-26 02:17:00+00:00,2025-12-26 02:07:00+00:00,2025-12-26 02:17:00+00:00,sell,False,dry_run,dry_run,,,True,0.5656820536,0.6844155788421631,0.56,0.54,gate_close,gate_close,0.10041100000000007,0.09866061260000007,8.751937,0.6844155788421631,20.913583008076355,0.0011296437334469183,8.852348,87519.37,88523.48,0.09866061260000007,10.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-26 02:31:00+00:00,2025-12-26 02:23:00+00:00,2025-12-26 02:31:00+00:00,sell,False,dry_run,dry_run,,,True,0.6844155788,0.6844155788421631,0.56,0.54,gate_close,gate_close,0.026238000000000466,0.024457708200000466,8.901459000000001,0.6844155788421631,9.452128494250234,0.0011201096357444135,8.927697,89014.59,89276.97,0.024457708200000466,8.0
SOL/USDT,xgb_primary,conservative,1m,2025-12-26 02:32:00+00:00,2025-12-26 02:23:00+00:00,2025-12-26 02:32:00+00:00,sell,False,dry_run,dry_run,,,True,0.6699029207,0.6844155788421631,0.51,0.5,gate_close,gate_close,0.02560000000000059,0.023618240000000592,9.9088,0.6844155788421631,19.33768431230319,0.8052502315087091,9.9344,123.86,124.18,0.023618240000000592,9.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-26 02:45:00+00:00,2025-12-26 02:33:00+00:00,2025-12-26 02:45:00+00:00,sell,False,dry_run,dry_run,,,True,0.6844155788,0.5002435445785522,0.56,0.54,prob_floor,"prob_floor,trailing_prob_drop",0.022491999999999828,0.020710365799999828,8.908171000000001,0.5002435445785522,19.945168422071035,0.0011197376314493665,8.930663000000001,89081.71,89306.63,0.020710365799999828,12.0
SOL/USDT,xgb_primary,conservative,1m,2025-12-26 02:50:00+00:00,2025-12-26 02:42:00+00:00,2025-12-26 02:50:00+00:00,sell,False,dry_run,dry_run,,,True,0.587852478,0.3191489577293396,0.51,0.5,prob_floor,"prob_floor,trailing_prob_drop",-0.010400000000000773,-0.012379680000000774,9.8984,0.3191489577293396,7.298678128294818,0.8090287609728666,9.888,123.73,123.6,-0.012379680000000774,8.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-26 03:03:00+00:00,2025-12-26 02:55:00+00:00,2025-12-26 03:03:00+00:00,sell,False,dry_run,dry_run,,,True,0.5656820536,0.5002435445785522,0.56,0.54,prob_floor,prob_floor,-0.01403999999999942,-0.01582474579999942,8.923729,0.5002435445785522,8.974963989654652,0.0011223735680981153,8.909689,89237.29,89096.89,-0.01582474579999942,8.0
