entry_threshold,exit_threshold,exit_prob_drop,min_hold_bars,max_hold_seconds,stop_loss_pct,take_profit_pct,max_spread_bps,trades,wins,pnl,pnl_perc,sharpe,max_drawdown,profit_factor,median_trade,avg_trade,fraction_time_in_position,skipped_spread,skipped_sizing,skipped_other,exit_reasons,coverage
0.49,0.48,0.15,1,3600.0,0.004,0.0075,10,954,192,-10.78496238486189,-0.5392481192430945,-13.780705667501143,10.80593209220582,0.27274223878854076,-0.011222528668097012,-0.01130499201767494,0.3326,692,0,0,"{""gate_close"": 1120, ""prob_floor"": 504, ""stop_loss"": 9, ""prob_trailing"": 2, ""take_profit"": 10, ""time_limit"": 1}",0.264
0.49,0.48,0.15,1,3600.0,0.005,,8,759,204,-3.705102117237701,-0.18525510586188504,-3.7419656340500795,4.329912015583396,0.6459340721226222,-0.008460375380914074,-0.004881557466716336,0.4166,1532,0,0,"{""gate_close"": 1525, ""prob_floor"": 747, ""prob_trailing"": 4, ""stop_loss"": 14, ""time_limit"": 1}",0.264
0.49,0.48,0.15,1,3600.0,0.005,,10,952,191,-10.756985671218528,-0.5378492835609264,-13.952193785574892,10.777955378562458,0.269588288849569,-0.011222528668097012,-0.01129935469665812,0.3328,692,0,0,"{""gate_close"": 1128, ""prob_floor"": 509, ""prob_trailing"": 2, ""stop_loss"": 4, ""time_limit"": 1}",0.264
0.49,0.48,0.15,1,3600.0,0.005,0.0075,8,759,204,-3.726355062201319,-0.18631775311006596,-3.782805322984299,4.351164960547014,0.6439031041653125,-0.008460375380914074,-0.004909558711727691,0.4159,1528,0,0,"{""gate_close"": 1491, ""prob_floor"": 702, ""prob_trailing"": 3, ""take_profit"": 76, ""stop_loss"": 14, ""time_limit"": 1}",0.264
0.49,0.48,0.15,1,3600.0,0.005,0.0075,10,953,191,-10.776949717544392,-0.5388474858772196,-13.901375708610985,10.797919424888322,0.2702204102560295,-0.01125614283492718,-0.011308446713058126,0.3327,692,0,0,"{""gate_close"": 1124, ""prob_floor"": 504, ""prob_trailing"": 2, ""take_profit"": 10, ""stop_loss"": 4, ""time_limit"": 1}",0.264
0.49,0.48,0.15,3,,0.004,,8,638,221,-1.4074565567922446,-0.07037282783961223,-1.391997315284925,2.2761386860633515,0.8388442034595347,-0.007306098499362892,-0.002206044759862453,0.4556,1298,0,0,"{""gate_close"": 1227, ""prob_floor"": 682, ""prob_trailing"": 3, ""stop_loss"": 24}",0.264
0.49,0.48,0.15,3,,0.004,,10,766,246,-6.474489915225054,-0.32372449576125273,-7.650970612653504,6.495459622568984,0.44957651959065276,-0.008603627981809275,-0.008452336703949147,0.3974,598,0,0,"{""gate_close"": 880, ""prob_floor"": 470, ""stop_loss"": 13, ""prob_trailing"": 1}",0.264
0.49,0.48,0.15,3,,0.004,0.0075,8,638,221,-1.4287095017558635,-0.07143547508779317,-1.419912771135106,2.2973916310269704,0.8364107107468013,-0.007306098499362892,-0.0022393565858242377,0.4549,1294,0,0,"{""gate_close"": 1193, ""prob_floor"": 637, ""prob_trailing"": 2, ""take_profit"": 76, ""stop_loss"": 24}",0.264
0.49,0.48,0.15,3,,0.004,0.0075,10,767,246,-6.494453961550917,-0.32472269807754583,-7.6392427190044545,6.515423668894847,0.44975571055499425,-0.008619412313452403,-0.00846734545182648,0.3973,598,0,0,"{""gate_close"": 875, ""prob_floor"": 462, ""take_profit"": 14, ""stop_loss"": 13, ""prob_trailing"": 1}",0.264
0.49,0.48,0.15,3,,0.005,,8,636,219,-1.3805112193904217,-0.06902556096952109,-1.37879997389698,2.2761386860633515,0.8398735401969234,-0.007339540995534886,-0.0021706151248277092,0.456,1302,0,0,"{""gate_close"": 1239, ""prob_floor"": 682, ""prob_trailing"": 3, ""stop_loss"": 14}",0.264
