symbol,model,policy_id,timeframe,occurred_at,entry_ts,exit_ts,side,gate_pass,decision,skip_reason,risk_block_reason,risk_clip_reasons,executed,entry_prob,exit_prob,entry_threshold,exit_threshold,exit_reason_primary,exit_reason_all,pnl_gross,pnl_net,pnl_notional,probability,spread_entry_bps,spread_exit_bps,intended_notional,entry_price,exit_price,pnl,hold_minutes
BTC/USDT,xgb_primary,conservative,1m,2025-12-17 16:50:00+00:00,,2025-12-17 16:50:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6699029207229614,0.6699029207229614,,0.56,turnover_limit,,,,,0.6699029207229614,,,50.0,,87042.06,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 16:53:00+00:00,,2025-12-17 16:53:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.565682053565979,0.565682053565979,,0.48,turnover_limit,,,,,0.565682053565979,,,80.0,,2856.72,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 16:55:00+00:00,,2025-12-17 16:55:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6699029207229614,0.6699029207229614,,0.48,turnover_limit,,,,,0.6699029207229614,,,80.0,,2852.44,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 16:56:00+00:00,,2025-12-17 16:56:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6699029207229614,0.6699029207229614,,0.48,turnover_limit,,,,,0.6699029207229614,,,80.0,,2851.63,0.0,
BTC/USDT,xgb_primary,conservative,1m,2025-12-17 16:57:00+00:00,,2025-12-17 16:57:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6076040863990784,0.6076040863990784,,0.56,turnover_limit,,,,,0.6076040863990784,,,50.0,,86931.87,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 16:59:00+00:00,,2025-12-17 16:59:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6699029207229614,0.6699029207229614,,0.48,turnover_limit,,,,,0.6699029207229614,,,80.0,,2864.3,0.0,
BTC/USDT,xgb_primary,conservative,1m,2025-12-17 16:59:00+00:00,,2025-12-17 16:59:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6844155788421631,0.6844155788421631,,0.56,turnover_limit,,,,,0.6844155788421631,,,50.0,,86930.25,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 17:00:00+00:00,,2025-12-17 17:00:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6844155788421631,0.6844155788421631,,0.48,turnover_limit,,,,,0.6844155788421631,,,80.0,,2868.02,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 17:01:00+00:00,,2025-12-17 17:01:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6699029207229614,0.6699029207229614,,0.48,turnover_limit,,,,,0.6699029207229614,,,80.0,,2865.14,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 17:02:00+00:00,,2025-12-17 17:02:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6699029207229614,0.6699029207229614,,0.48,turnover_limit,,,,,0.6699029207229614,,,80.0,,2860.92,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 17:03:00+00:00,,2025-12-17 17:03:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6076040863990784,0.6076040863990784,,0.48,turnover_limit,,,,,0.6076040863990784,,,80.0,,2856.41,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 17:07:00+00:00,,2025-12-17 17:07:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.565682053565979,0.565682053565979,,0.48,turnover_limit,,,,,0.565682053565979,,,80.0,,2852.09,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 17:08:00+00:00,,2025-12-17 17:08:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.565682053565979,0.565682053565979,,0.48,turnover_limit,,,,,0.565682053565979,,,80.0,,2846.54,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 17:12:00+00:00,,2025-12-17 17:12:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.565682053565979,0.565682053565979,,0.48,turnover_limit,,,,,0.565682053565979,,,80.0,,2854.27,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 17:13:00+00:00,,2025-12-17 17:13:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.565682053565979,0.565682053565979,,0.48,turnover_limit,,,,,0.565682053565979,,,80.0,,2857.71,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-17 17:19:00+00:00,,2025-12-17 17:19:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6699029207229614,0.6699029207229614,,0.48,turnover_limit,,,,,0.6699029207229614,,,80.0,,2869.3,0.0,
BTC/USDT,xgb_primary,conservative,1m,2025-12-17 17:19:00+00:00,,2025-12-17 17:19:00+00:00,buy,True,turnover_limit,turnover_limit,turnover_limit,,False,0.6076040863990784,0.6076040863990784,,0.56,turnover_limit,,,,,0.6076040863990784,,,50.0,,86969.94,0.0,
