entry_threshold,exit_threshold,exit_prob_drop,min_hold_bars,max_hold_seconds,stop_loss_pct,take_profit_pct,profit_trailing_start_pct,profit_trailing_stop_pct,max_spread_bps,disable_prob_exits,entry_rsi_min,entry_macd_min,trades,wins,pnl,pnl_perc,sharpe,max_drawdown,profit_factor,median_trade,avg_trade,fraction_time_in_position,skipped_spread,skipped_sizing,skipped_other,exit_reasons,coverage
0.7866,0.7866,0.15,1,5400,0.005,,,,8,True,45.0,,320,127,-17.28264636422982,-0.5760882121409939,-3.881638235267312,18.394292092134904,0.542443729301896,-0.05710818773983462,-0.05400826988821823,0.426464619131376,90,0,1369,"{""time_limit"": 203, ""stop_loss"": 117}",0.23022208477491932
0.7866,0.7866,0.15,1,5400,0.005,,,0.0015,8,True,45.0,,320,127,-17.28264636422982,-0.5760882121409939,-3.881638235267312,18.394292092134904,0.542443729301896,-0.05710818773983462,-0.05400826988821823,0.426464619131376,90,0,1369,"{""time_limit"": 203, ""stop_loss"": 117}",0.23022208477491932
0.7866,0.7866,0.15,1,5400,0.005,,,0.0025,8,True,45.0,,320,127,-17.28264636422982,-0.5760882121409939,-3.881638235267312,18.394292092134904,0.542443729301896,-0.05710818773983462,-0.05400826988821823,0.426464619131376,90,0,1369,"{""time_limit"": 203, ""stop_loss"": 117}",0.23022208477491932
0.7866,0.7866,0.15,1,5400,0.005,,0.003,,8,True,45.0,,320,127,-17.28264636422982,-0.5760882121409939,-3.881638235267312,18.394292092134904,0.542443729301896,-0.05710818773983462,-0.05400826988821823,0.426464619131376,90,0,1369,"{""time_limit"": 203, ""stop_loss"": 117}",0.23022208477491932
0.7866,0.7866,0.15,1,5400,0.005,,0.003,0.0015,8,True,45.0,,432,232,-18.48341532206614,-0.6161138440688714,-4.252273343921574,19.377444560861726,0.5400895474551023,0.013005050419624256,-0.04278568361589387,0.3743355818853045,121,0,1671,"{""profit_trailing"": 203, ""time_limit"": 100, ""stop_loss"": 129}",0.23022208477491932
0.7866,0.7866,0.15,1,5400,0.005,,0.003,0.0025,8,True,45.0,,392,185,-18.08407576903917,-0.602802525634639,-4.256805052485711,19.139154182198936,0.5160072510086299,-0.007067134798415956,-0.04613284634958975,0.3779500164292479,109,0,1727,"{""profit_trailing"": 166, ""stop_loss"": 118, ""time_limit"": 108}",0.23022208477491932
0.7866,0.7866,0.15,1,5400,0.005,,0.005,,8,True,45.0,,320,127,-17.28264636422982,-0.5760882121409939,-3.881638235267312,18.394292092134904,0.542443729301896,-0.05710818773983462,-0.05400826988821823,0.426464619131376,90,0,1369,"{""time_limit"": 203, ""stop_loss"": 117}",0.23022208477491932
0.7866,0.7866,0.15,1,5400,0.005,,0.005,0.0015,8,True,45.0,,379,180,-16.722887833945247,-0.5574295944648415,-3.8050737592241193,17.864262956879024,0.5760342796618144,-0.008260738508229944,-0.044123714601438685,0.3915766279451843,114,0,1513,"{""profit_trailing"": 127, ""time_limit"": 127, ""stop_loss"": 125}",0.23022208477491932
0.7866,0.7866,0.15,1,5400,0.005,,0.005,0.0025,8,True,45.0,,365,172,-16.554583380566488,-0.5518194460188829,-3.8208079637896146,17.869425486696926,0.5600632236386832,-0.013305194804840277,-0.04535502296045616,0.3994240098962058,105,0,1547,"{""profit_trailing"": 111, ""time_limit"": 136, ""stop_loss"": 118}",0.23022208477491932
0.7866,0.7866,0.15,1,5400,0.008,,,,8,True,45.0,,295,124,-14.378671752441452,-0.4792890584147151,-3.0689434697425684,16.11518191052449,0.594204779042151,-0.030841236783289268,-0.04874126017776765,0.4458318031582813,75,0,1051,"{""time_limit"": 233, ""stop_loss"": 62}",0.23022208477491932
