symbol,model,policy_id,timeframe,occurred_at,entry_ts,exit_ts,side,gate_pass,decision,skip_reason,risk_block_reason,risk_clip_reasons,executed,entry_prob,exit_prob,entry_threshold,exit_threshold,exit_reason_primary,exit_reason_all,pnl_gross,pnl_net,pnl_notional,probability,spread_entry_bps,spread_exit_bps,intended_notional,entry_price,exit_price,pnl,hold_minutes
ETH/USDT,xgb_primary,primary,1m,2025-12-25 21:23:00+00:00,,2025-12-25 21:23:00+00:00,buy,True,dry_run,dry_run,,exchange_qty_step,True,0.565682053565979,0.565682053565979,,0.48,dry_run,,,,,0.565682053565979,0.03388136440328405,,17.70888,,2951.48,0.0,
BTC/USDT,xgb_primary,conservative,1m,2025-12-25 21:23:00+00:00,,2025-12-25 21:23:00+00:00,buy,True,dry_run,dry_run,,exchange_qty_step,True,0.565682053565979,0.565682053565979,,0.56,dry_run,,,,,0.565682053565979,0.0011368124829242308,,8.796526,,87965.26,0.0,
SOL/USDT,xgb_primary,conservative,1m,2025-12-25 21:25:00+00:00,,2025-12-25 21:25:00+00:00,buy,True,dry_run,dry_run,,exchange_qty_step,True,0.5002435445785522,0.5002435445785522,,0.48,dry_run,,,,,0.5002435445785522,0.8107998540564411,,9.8672,,123.34,0.0,
BTC/USDT,xgb_primary,conservative,1m,2025-12-25 21:25:00+00:00,2025-12-25 21:23:00+00:00,2025-12-25 21:25:00+00:00,sell,False,min_hold,min_hold,,,False,0.5656820536,0.5002435445785522,0.56,0.54,prob_floor,prob_floor,-9.99999999476131e-07,-0.0017613052000557928,8.796526,0.5002435445785522,,0.0011368124829242308,,87965.26,87965.25,-0.0017613052000557928,2.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-25 21:26:00+00:00,2025-12-25 21:23:00+00:00,2025-12-25 21:26:00+00:00,sell,False,min_hold,min_hold,,,False,0.5656820536,0.5002435445785522,0.56,0.54,prob_floor,prob_floor,-0.0015779999999998837,-0.00333830537936514,8.796526,0.5002435445785522,,0.0011370163235535974,,87965.26,87949.48,-0.00333830537936514,3.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-25 21:27:00+00:00,2025-12-25 21:23:00+00:00,2025-12-25 21:27:00+00:00,sell,False,min_hold,min_hold,,,False,0.5656820536,0.5002435445785522,0.56,0.54,prob_floor,prob_floor,-0.0015779999999998837,-0.00333830537936514,8.796526,0.5002435445785522,,0.0011370163235535974,,87965.26,87949.48,-0.00333830537936514,4.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-25 21:28:00+00:00,2025-12-25 21:23:00+00:00,2025-12-25 21:28:00+00:00,sell,False,min_hold,min_hold,,,False,0.5656820536,0.5002435445785522,0.56,0.54,prob_floor,prob_floor,-0.0007069999999992433,-0.0024673052803209678,8.796526,0.5002435445785522,,0.001136903729636711,,87965.26,87958.19,-0.0024673052803209678,5.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-25 21:29:00+00:00,2025-12-25 21:23:00+00:00,2025-12-25 21:29:00+00:00,sell,False,min_hold,min_hold,,,False,0.5656820536,0.5002435445785522,0.56,0.54,prob_floor,prob_floor,-0.0007069999999992433,-0.0024673052803209678,8.796526,0.5002435445785522,0.9902432053236205,0.001136903729636711,,87965.26,87958.19,-0.0024673052803209678,6.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-25 21:30:00+00:00,2025-12-25 21:23:00+00:00,2025-12-25 21:30:00+00:00,sell,False,min_hold,min_hold,,,False,0.5656820536,0.5002435445785522,0.56,0.54,prob_floor,prob_floor,-0.0019919999999998255,-0.003752305426448217,8.796526,0.5002435445785522,,0.0011370698482464565,,87965.26,87945.34,-0.003752305426448217,7.0
BTC/USDT,xgb_primary,conservative,1m,2025-12-25 21:31:00+00:00,2025-12-25 21:23:00+00:00,2025-12-25 21:31:00+00:00,sell,False,dry_run,dry_run,,,True,0.5656820536,0.5002435445785522,0.56,0.54,prob_floor,prob_floor,0.0008680000000007567,-0.0008913051999992432,8.796526,0.5002435445785522,0.10118340242030903,0.0011367001894437394,8.797394,87965.26,87973.94,-0.0008913051999992432,8.0
SOL/USDT,xgb_primary,conservative,1m,2025-12-25 21:32:00+00:00,2025-12-25 21:25:00+00:00,2025-12-25 21:32:00+00:00,sell,False,dry_run,dry_run,,,True,0.5002435446,0.565682053565979,0.48,0.47,gate_close,gate_close,0.007200000000000273,0.005226560000000273,9.8672,0.565682053565979,5.670311867153291,0.8101429902370402,9.874400000000001,123.34,123.43,0.005226560000000273,7.0
SOL/USDT,xgb_primary,conservative,1m,2025-12-25 21:35:00+00:00,,2025-12-25 21:35:00+00:00,buy,True,dry_run,dry_run,,exchange_qty_step,True,0.5002435445785522,0.5002435445785522,,0.48,dry_run,,,,,0.5002435445785522,0.8106026830952957,,9.8696,,123.37,0.0,
SOL/USDT,xgb_primary,conservative,1m,2025-12-25 21:40:00+00:00,2025-12-25 21:35:00+00:00,2025-12-25 21:40:00+00:00,sell,False,dry_run,dry_run,,,True,0.5002435446,0.5002435445785522,0.48,0.47,gate_close,gate_close,-0.00400000000000091,-0.00597392000000091,9.8696,0.5002435445785522,3.2433309008356646,0.8108655990273762,9.865599999999999,123.37,123.32,-0.00597392000000091,5.0
SOL/USDT,xgb_primary,conservative,1m,2025-12-25 21:41:00+00:00,,2025-12-25 21:41:00+00:00,buy,True,cooldown_after_loss,cooldown_after_loss,cooldown_after_loss,,False,0.5002435445785522,0.5002435445785522,,0.48,cooldown_after_loss,,,,,0.5002435445785522,,,10.0,,123.34,0.0,
SOL/USDT,xgb_primary,conservative,1m,2025-12-25 21:42:00+00:00,,2025-12-25 21:42:00+00:00,buy,True,cooldown_after_loss,cooldown_after_loss,cooldown_after_loss,,False,0.5002435445785522,0.5002435445785522,,0.48,cooldown_after_loss,,,,,0.5002435445785522,,,10.0,,123.33,0.0,
ETH/USDT,xgb_primary,primary,1m,2025-12-25 21:47:00+00:00,2025-12-25 21:23:00+00:00,2025-12-25 21:47:00+00:00,sell,False,dry_run,dry_run,,,True,0.5656820536,0.41829004883766174,0.48,0.47,prob_floor,prob_floor,-0.01619999999999891,-0.01974177599999891,17.70888,0.41829004883766174,0.03391227234187481,0.03391227234187481,17.692680000000003,2951.48,2948.78,-0.01974177599999891,24.0
