symbol,model,policy_id,timeframe,occurred_at,entry_ts,exit_ts,side,gate_pass,decision,skip_reason,risk_block_reason,risk_clip_reasons,executed,entry_prob,exit_prob,entry_threshold,exit_threshold,exit_reason_primary,exit_reason_all,pnl_gross,pnl_net,pnl_notional,probability,spread_entry_bps,spread_exit_bps,intended_notional,entry_price,exit_price,pnl,hold_minutes
ETH/USDT,xgb_primary,primary,1m,2025-12-18 03:40:00+00:00,,2025-12-18 03:40:00+00:00,buy,True,dry_run,dry_run,,exchange_qty_step,True,0.5002435445785522,0.5002435445785522,,0.48,dry_run,,,,,0.5002435445785522,0.03532925986883493,,19.81364,,2830.52,0.0,
BTC/USDT,xgb_primary,conservative,1m,2025-12-18 03:40:00+00:00,,2025-12-18 03:40:00+00:00,buy,True,dry_run,dry_run,,exchange_qty_step,True,0.6076040863990784,0.6076040863990784,,0.56,dry_run,,,,,0.6076040863990784,0.0011552854389453664,,8.65587,,86558.7,0.0,
SOL/USDT,xgb_primary,conservative,1m,2025-12-18 03:41:00+00:00,,2025-12-18 03:41:00+00:00,buy,True,dry_run,dry_run,,exchange_qty_step,True,0.5878524780273438,0.5878524780273438,,0.48,dry_run,,,,,0.5878524780273438,0.8100773623885225,,11.1105,,123.45,0.0,
